CMB0041 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0041 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0042 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0042 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0043 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0043 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0044 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0044 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0045 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0045 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0046 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0046 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0047 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0047 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0048 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0048 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0049 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0049 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0050 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0050 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0051 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0051 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0052 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0052 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0

[DOC0074, *, *, *](tr):
					DISC00002A	DISC00003A	DISC00004A	DISC00005A	DISC00006A	DISC00007A	DISC00008A	DISC00009A	DISC00010A	DISC00011A	DISC00012A	DISC00013A	DISC00014A	DISC00015A	DISC00016A	DISC00017A	DISC00018A	DISC00019A	DISC00020A	DISC00021A	DISC00022A	DISC00023A	DISC00024A	DISC00025A	DISC00026A	DISC00027A	DISC00028A	DISC00029A	DISC00030A	DISC00031A	DISC00032A	DISC00033A	DISC00034A	DISC00035A	DISC00036A	DISC00037A	DISC00038A	DISC00039A	DISC00040A	DISC00041A	DISC00042A	DISC00043A	DISC00044A	DISC00045A	DISC00047A	DISC00048A	DISC00058A:=
CMB0035 MANHA		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0035 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0036 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0036 TARDE		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0037 MANHA		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0037 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0038 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0038 TARDE		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0039 MANHA		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0039 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0040 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0040 TARDE		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0041 MANHA		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0041 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0042 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0042 TARDE		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0043 MANHA		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0043 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0044 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0044 TARDE		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0045 MANHA		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0045 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0046 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0046 TARDE		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0047 MANHA		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0047 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0048 MANHA		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0048 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0049 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0049 TARDE		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0050 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0050 TARDE		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0051 MANHA		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0
CMB0051 TARDE		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0052 MANHA		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
CMB0052 TARDE		0		100		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		100		0		0		0		0		0		0		100		0		0		100		0		0		0		0		0		0		0		0		0		0		0

;
param: Nc :=
DISC00002A	4
DISC00003A	4
DISC00004A	4
DISC00005A	4
DISC00006A	2
DISC00007A	4
DISC00008A	4
DISC00009A	4
DISC00010A	4
DISC00011A	4
DISC00012A	4
DISC00013A	4
DISC00014A	4
DISC00015A	4
DISC00016A	4
DISC00017A	4
DISC00018A	4
DISC00019A	4
DISC00020A	4
DISC00021A	4
DISC00022A	4
DISC00023A	4
DISC00024A	4
DISC00025A	4
DISC00026A	4
DISC00027A	4
DISC00028A	4
DISC00029A	4
DISC00030A	4
DISC00031A	4
DISC00032A	4
DISC00033A	2
DISC00034A	4
DISC00035A	4
DISC00036A	4
DISC00037A	4
DISC00038A	4
DISC00039A	4
DISC00040A	4
DISC00041A	4
DISC00042A	4
DISC00043A	4
DISC00044A	4
DISC00045A	4
DISC00047A	4
DISC00048A	4
DISC00058A	4;

param Sem :=
[*, *,CRS001]:
		S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	:=
DISC00002A	1	0	0	0	0	0	0	0	0	0	
DISC00003A	1	1	0	0	0	0	0	0	0	0	
DISC00004A	1	0	0	0	0	0	0	0	0	0	
DISC00005A	1	0	0	0	0	0	0	0	0	0	
DISC00006A	1	0	0	0	0	0	0	0	0	0	
DISC00007A	0	1	1	0	0	0	0	0	0	0	
DISC00008A	0	1	0	0	0	0	0	0	0	0	
DISC00009A	0	1	0	0	1	0	0	0	0	0	
DISC00010A	0	1	0	0	0	0	0	0	0	0	
DISC00011A	0	1	0	0	0	0	0	0	0	0	
DISC00012A	0	0	1	0	0	0	0	0	0	0	
DISC00013A	0	0	1	1	0	0	0	0	0	0	
DISC00014A	0	0	1	0	0	0	0	0	0	0	
DISC00015A	0	0	1	0	0	0	0	0	0	0	
DISC00016A	0	0	1	0	0	0	0	0	0	0	
DISC00017A	0	0	0	1	0	0	0	0	0	0	
DISC00018A	0	0	1	1	0	0	0	0	0	0	
DISC00019A	0	0	0	1	0	0	0	0	0	0	
DISC00020A	0	0	0	1	0	0	0	0	0	0	
DISC00021A	0	0	0	1	0	0	0	0	0	0	
DISC00022A	0	0	0	0	1	0	0	0	0	0	
DISC00023A	0	0	0	0	1	0	0	0	0	0	
DISC00024A	0	0	0	0	1	0	0	0	0	0	
DISC00025A	0	0	0	0	1	0	0	0	0	0	
DISC00026A	0	0	0	0	1	0	0	0	0	0	
DISC00027A	0	0	0	0	0	1	0	0	0	0	
DISC00028A	0	0	0	0	0	1	0	0	0	0	
DISC00029A	0	0	0	0	0	1	0	0	0	0	
DISC00030A	0	0	0	0	0	1	0	0	0	0	
DISC00031A	0	0	0	0	1	1	0	0	0	0	
DISC00032A	0	0	0	0	0	1	1	0	0	0	
DISC00033A	0	0	0	0	0	0	1	0	0	0	
DISC00034A	1	0	0	0	0	0	0	0	0	0	
DISC00035A	1	0	0	0	0	0	0	0	0	0	
DISC00036A	0	1	0	0	0	0	0	0	0	0	
DISC00037A	0	1	0	0	0	0	0	0	0	0	
DISC00038A	0	0	1	0	0	0	0	0	0	0	
DISC00039A	0	0	1	0	0	0	0	0	0	0	
DISC00040A	0	0	0	1	0	0	0	0	0	0	
DISC00041A	0	0	0	0	1	0	0	0	0	0	
DISC00042A	0	0	0	0	0	1	0	0	0	0	
DISC00043A	0	0	0	0	0	1	0	0	0	0	
DISC00044A	0	0	0	0	0	1	0	0	0	0	
DISC00045A	0	0	0	0	0	1	0	0	0	0	
DISC00047A	0	0	0	0	0	0	0	0	0	0	
DISC00048A	0	0	0	0	0	0	0	0	0	0	
DISC00058A	0	0	0	0	0	0	0	0	0	1	;

param Tsalas := 11;

param Cap :=
SAL0002 55
SAL0003 55
SAL0004 55
SAL0005 55
SAL0007 55
SAL0013 55
SAL0008 55
SAL0012 55
SAL0009 55
SAL0010 55
SAL0011 55;

param TamTurma :=
DISC00002A 55
DISC00003A 55
DISC00004A 55
DISC00005A 55
DISC00006A 55
DISC00007A 55
DISC00008A 55
DISC00009A 55
DISC00010A 55
DISC00011A 55
DISC00012A 55
DISC00013A 55
DISC00014A 55
DISC00015A 55
DISC00016A 55
DISC00017A 55
DISC00018A 55
DISC00019A 55
DISC00020A 55
DISC00021A 55
DISC00022A 55
DISC00023A 55
DISC00024A 55
DISC00025A 55
DISC00026A 55
DISC00027A 55
DISC00028A 55
DISC00029A 55
DISC00030A 55
DISC00031A 55
DISC00032A 55
DISC00033A 55
DISC00034A 55
DISC00035A 55
DISC00036A 55
DISC00037A 55
DISC00038A 53
DISC00039A 55
DISC00040A 55
DISC00041A 55
DISC00042A 55
DISC00043A 55
DISC00044A 55
DISC00045A 55
DISC00047A 55
DISC00048A 55
DISC00058A 55;

param CompTH:
		HOR001	HOR002	HOR003	HOR004:=
MANHÃ		0		0		0		0
TARDE		0		0		1		1;

param CompHC:
		HOR001	HOR002	HOR003	HOR004:=
CMB0035		1		1		0		0
CMB0036		0		0		1		1
CMB0037		1		1		0		0
CMB0038		0		0		1		1
CMB0039		1		1		0		0
CMB0040		0		0		1		1
CMB0041		1		1		0		0
CMB0042		0		0		1		1
CMB0043		1		1		0		0
CMB0044		0		0		1		1
CMB0045		1		1		0		0
CMB0046		0		0		1		1
CMB0047		1		1		0		0
CMB0048		1		1		0		0
CMB0049		0		0		1		1
CMB0050		0		0		1		1
CMB0051		1		1		0		0
CMB0052		0		0		1		1;

param Sobh:
		HOR001	HOR002	HOR003	HOR004:=
HOR001		1		0		0		0
HOR002		0		1		0		0
HOR003		0		0		1		0
HOR004		0		0		0		1;

param Sob:
		CMB0035	CMB0036	CMB0037	CMB0038	CMB0039	CMB0040	CMB0041	CMB0042	CMB0043	CMB0044	CMB0045	CMB0046	CMB0047	CMB0048	CMB0049	CMB0050	CMB0051	CMB0052:=
CMB0035		1		0		0		0		1		0		1		0		1		0		0		0		1		0		0		0		0		0
CMB0036		0		1		0		0		0		1		0		1		0		1		0		0		0		0		0		1		0		0
CMB0037		0		0		1		0		0		0		0		0		0		0		1		0		0		1		0		0		0		0
CMB0038		0		0		0		1		0		0		0		0		0		0		0		1		0		0		1		0		0		0
CMB0039		1		0		0		0		1		0		1		0		0		0		0		0		1		0		0		0		1		0
CMB0040		0		1		0		0		0		1		0		1		0		0		0		0		0		0		0		1		0		1
CMB0041		1		0		0		0		1		0		1		0		1		0		0		0		1		0		0		0		1		0
CMB0042		0		1		0		0		0		1		0		1		0		1		0		0		0		0		0		1		0		1
CMB0043		1		0		0		0		0		0		1		0		1		0		0		0		0		0		0		0		0		0
CMB0044		0		1		0		0		0		0		0		1		0		1		0		0		0		0		0		0		0		0
CMB0045		0		0		1		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0
CMB0046		0		0		0		1		0		0		0		0		0		0		0		1		0		0		0		0		0		0
CMB0047		1		0		0		0		1		0		1		0		0		0		0		0		1		0		0		0		0		0
CMB0048		0		0		1		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0
CMB0049		0		0		0		1		0		0		0		0		0		0		0		0		0		0		1		0		0		0
CMB0050		0		1		0		0		0		1		0		1		0		0		0		0		0		0		0		1		0		0
CMB0051		0		0		0		0		1		0		1		0		0		0		0		0		0		0		0		0		1		0
CMB0052		0		0		0		0		0		1		0		1		0		0		0		0		0		0		0		0		0		1;
